State,Rule Type,Action Type,Description,Status,Effective Date,Link Text,URL,Hyperlink,Links,Notes,Entry Last Updated
Washington,Legislation,Environment,Bill would require estbalishment of pollutant limits for PFAS in biosolids and establishment of testing requirements.,Pending,,Bill,https://apps.leg.wa.gov/billsummary?BillNumber=5245&Year=2023&Initiative=false,Bill,"<a href=""https://apps.leg.wa.gov/billsummary?BillNumber=5245&Year=2023&Initiative=false"" target=""_blank"" rel=""noopener"">Bill</a>",SB 5245,2/9/2023
Washington,Binding,Product,"Proposed rule would create reporting requirements and restrictions for priority chemicals in priority consumer products. This includes PFAS in stain- and water-resistant treatments, carpets and rugs, and leather/textile furniture.",Pending,,Proposed Rule,https://lawfilesext.leg.wa.gov/law/wsr/2022/24/22-24-107.htm,Proposed Rule,"<a href=""https://lawfilesext.leg.wa.gov/law/wsr/2022/24/22-24-107.htm"" target=""_blank"" rel=""noopener"">Proposed Rule</a>",WSR 22-24-107; Proposed rule is in response to a 2019 law,12/23/2022
Washington,Non-binding guidance,Product,The Department of Ecology reported identifying safer alternatives to PFAS in carpets and rugs; leather and textile furnishings; and stain- and water-resistant treatments. The agency intends to initiate a rulemaking to implement the determinations.,In effect,6/7/2022,Report,https://apps.ecology.wa.gov/publications/documents/2204018.pdf,Report,"<a href=""https://apps.ecology.wa.gov/publications/documents/2204018.pdf"" target=""_blank"" rel=""noopener"">Report</a>","Cycle 1, Phase 3. See also the department's rulemaking website.",7/12/2022
Washington,Non-binding guidance,Product,The Department of Ecology reported identifying safer alternatives to PFAS in five types of food packaging. The report sets in motion a two-year timeline that will see a ban on PFAS go into effect with those packaging types in May 2024.,In effect,5/19/2022,Report,https://apps.ecology.wa.gov/publications/documents/2204006.pdf,Report,"<a href=""https://apps.ecology.wa.gov/publications/documents/2204006.pdf"" target=""_blank"" rel=""noopener"">Report</a>","News Release; Packing Affected: bags/sleeves, bowls, flat serviceware,  open-top containers, closed containers",5/31/2022
Washington,Non-binding guidance,Product,The Department of Ecology reported identifying safer alternatives to PFAS in four types of food packaging. The report sets in motion a two-year timeline that will see a ban on PFAS go into effect with those packaging types in early 2023.,In effect,2/23/2021,Report,https://ecology.wa.gov/Blog/Posts/February-2021/Making-food-packaging-safer-with-alternatives-to-t,Report,"<a href=""https://ecology.wa.gov/Blog/Posts/February-2021/Making-food-packaging-safer-with-alternatives-to-t"" target=""_blank"" rel=""noopener"">Report</a>","Publication in Washington Register; Packing Affected: wraps/liners, plates, food boats, and pizza boxes",5/31/2022
Washington,Legislation,Product,"Establishes firefighters' personal protective equipment as a ""priority consumer product"" for PFAS chemicals. Also established a fast-track process to restrict use of PFAS in consumer products listed in the November 2021 Final PFAS Action Plan (including carpets, furniture, and cosmetics). New rules to implement regulatory actions on these products must be adopted by Dec. 1, 2025.",In effect,3/31/2022,Law,https://apps.leg.wa.gov/billsummary?BillNumber=1694&Year=2021&Initiative=false,Law,"<a href=""https://apps.leg.wa.gov/billsummary?BillNumber=1694&Year=2021&Initiative=false"" target=""_blank"" rel=""noopener"">Law</a>","HB 1694; Signed into law on March 31, 2022.",4/4/2022
Washington,Binding,Environment,"Adopted rule sets new requirements for PFAS in public water supplies and establishes the administrative processes for setting drinking water quality standards as state action levels (SAL) and state maximum contaminant levels (MCLs). The proposal also establishes SALs for five PFAS contaminants: PFOA, PFOS, PFHxS, PFNA, and PFBS.",In effect,1/1/2022,Adopted Rule,https://www.doh.wa.gov/Portals/1/Documents/4200/PFAS%20Rule%20Adoption%20Notice%20and%20Adopted%20Rule%20Language.pdf,Adopted Rule,"<a href=""https://www.doh.wa.gov/Portals/1/Documents/4200/PFAS%20Rule%20Adoption%20Notice%20and%20Adopted%20Rule%20Language.pdf"" target=""_blank"" rel=""noopener"">Adopted Rule</a>",Rulemaking information: https://www.doh.wa.gov/CommunityandEnvironment/DrinkingWater/RegulationandCompliance/RuleMaking,1/3/2022
Washington,Binding,Environment,Adopted rule sets envrionmental laboratory data reporting requirements related to results from testing for PFAS in drinking water.,In effect,1/1/2022,Adopted Rule,https://www.doh.wa.gov/Portals/1/Documents/4200/Lab%20Rule%20Adoption%20Notice%20and%20Adopted%20Rule%20Language(1).pdf,Adopted Rule,"<a href=""https://www.doh.wa.gov/Portals/1/Documents/4200/Lab%20Rule%20Adoption%20Notice%20and%20Adopted%20Rule%20Language(1).pdf"" target=""_blank"" rel=""noopener"">Adopted Rule</a>",Rulemaking information: https://www.doh.wa.gov/CommunityandEnvironment/DrinkingWater/RegulationandCompliance/RuleMaking,1/3/2022
Washington,Non-binding guidance,Environment,Published final Per- and Polyfluoralkyl Substances (PFAS) Chemical Action Plan that provides recommended actions to address PFAS contamination. ,In effect,11/3/2021,Action Plan,https://apps.ecology.wa.gov/publications/documents/2104048.pdf,Action Plan,"<a href=""https://apps.ecology.wa.gov/publications/documents/2104048.pdf"" target=""_blank"" rel=""noopener"">Action Plan</a>",,11/10/2021
Washington,Legislation,Product,"Bill would prohibit selling, making, or delivering cosmetics that contain 32 toxic ingredients, including all PFAS.",Pending,,Bill,https://apps.leg.wa.gov/billsummary?BillNumber=5480&Year=2021&Initiative=false,Bill,"<a href=""https://apps.leg.wa.gov/billsummary?BillNumber=5480&Year=2021&Initiative=false"" target=""_blank"" rel=""noopener"">Bill</a>",SB 5480,4/13/2021
Washington,Legislation,Product,Partial ban of PFAS in food packaging.,Pending,2/22/2023,Law,https://app.leg.wa.gov/rcw/default.aspx?cite=70A.222.070,Law,"<a href=""https://app.leg.wa.gov/rcw/default.aspx?cite=70A.222.070"" target=""_blank"" rel=""noopener"">Law</a>",,3/8/2021
Washington,Legislation,Environment,Proposed non-binding joint legislative resolution asks the U.S. Department of Defense and other federal government entities for assistance in monitoring and mitigating PFAS in water supplies.,Pending,,Bill,https://apps.leg.wa.gov/billsummary?BillNumber=8001&Year=2021&Initiative=false#documentSection,Bill,"<a href=""https://apps.leg.wa.gov/billsummary?BillNumber=8001&Year=2021&Initiative=false#documentSection"" target=""_blank"" rel=""noopener"">Bill</a>",SJM 8001,1/13/2021
Washington,Legislation,Product,"Ban on intentionally added PFAS substances in Class B firefighting foam used for testing or  training purposes. Also bans the manufacture, sale, and distribution of such foams in the state.",Partially in effect,7/1/2020,Law,https://www.bloomberglaw.com/product/blaw/document/X6HRR624000000,Law,"<a href=""https://www.bloomberglaw.com/product/blaw/document/X6HRR624000000"" target=""_blank"" rel=""noopener"">Law</a>","Legislation passed in 2020 expanded restrictions passed in 2018 to chemical plants, oil refineries, and oil terminals. The extended ban begins Jan. 1, 2024. Ban on PFAS-containing foam used in training began July 1, 2018. Ban on manufacture, sale, and distribution of PFAS-containing firefighting foam began July 1, 2020. See below entry for more information on expanded restrictions.",11/4/2020
Washington,Legislation,Product,Eliminates exemptions from restrictions on the use of PFAS in firefighting foam.,In effect,6/11/2020,Law,https://www.bloomberglaw.com/product/blaw/document/X6HRR624000000,Law,"<a href=""https://www.bloomberglaw.com/product/blaw/document/X6HRR624000000"" target=""_blank"" rel=""noopener"">Law</a>",,6/18/2020
Washington,Legislation,Product,"Directs the Department of Ecology to identify priority chemicals and priority products, to reduce toxic exposure.",In effect,7/28/2019,State Statute,https://www.bloomberglaw.com/document/25827687976,State Statute,"<a href=""https://www.bloomberglaw.com/document/25827687976"" target=""_blank"" rel=""noopener"">State Statute</a>",Amended again in 2020 with a technical revision bill reorganizing environment statutes.,6/18/2020
West Virginia,Legislation,Environment,Bill would require the development of a PFAS action plan for contaminated public water systems. It would also require chemical and manufacturing facilities to report use of PFAS.,Pending,,Bill,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=485&year=2023&sessiontype=RS&btype=bill,Bill,"<a href=""http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=485&year=2023&sessiontype=RS&btype=bill"" target=""_blank"" rel=""noopener"">Bill</a>","SB 485 / HB 3189; Referred to as ""The PFAS Protection Act""; Bill passed both houses of the legislature with approved amendments on March 10, 2023",3/21/2023
West Virginia,Binding,Product,Establishes certification of training programs and standards for the use of Class B firefighting foams containing PFAS.,In effect,8/1/2022,Final rule,https://apps.sos.wv.gov/adlaw/csr/ruleview.aspx?document=17481,Final rule,"<a href=""https://apps.sos.wv.gov/adlaw/csr/ruleview.aspx?document=17481"" target=""_blank"" rel=""noopener"">Final rule</a>",,8/1/2022
West Virginia,Legislation,Environment,Bill would direct the Department of Public Health to propose maximum contaminant levels for certain PFAS pollutants and create the West Virginia PFAS Action Response Team.,Pending,,Bill,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=4055&year=2022&sessiontype=RS&btype=bill,Bill,"<a href=""http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=4055&year=2022&sessiontype=RS&btype=bill"" target=""_blank"" rel=""noopener"">Bill</a>",HB 4055,3/15/2022
West Virginia,Legislation,Product,"Law prohibits the use of Class B firefighting foams containing PFAS except for fire prevention, in emergencies, or at a properly equipped training/testing facility.",In effect,7/1/2021,Law,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2722&year=2021&sessiontype=RS&btype=bill,Law,"<a href=""http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2722&year=2021&sessiontype=RS&btype=bill"" target=""_blank"" rel=""noopener"">Law</a>","HB 2722; Signed into law on April 21, 2021",7/20/2021
West Virginia,Non-binding guidance,Environment,Follows EPA health guidance of 70 ppt for PFOA and PFOS.,In effect,,,,,"<a href="""" target=""_blank"" rel=""noopener""></a>",,3/19/2020
Wisconsin,Binding,Environment,Proposed rule would amend NR 140 to add preventative action limits and enforcement standards for certain PFAS in groundwater.,Pending,,Statement of Scope,https://aboutblaw.com/54o,Statement of Scope,"<a href=""https://aboutblaw.com/54o"" target=""_blank"" rel=""noopener"">Statement of Scope</a>","The Wisconsin Natural Resources Board approved the statement of scope for the proposed rule (DG-17-22) on Dec. 14, 2022",12/15/2022
Wisconsin,Binding,Product,Creates chapter NR 159 to regulate fire fighting foam that contains intentionally added PFAS.,In effect,8/1/2022,Rule,https://docs.legis.wisconsin.gov/code/chr/all/cr_21_073,Rule,"<a href=""https://docs.legis.wisconsin.gov/code/chr/all/cr_21_073"" target=""_blank"" rel=""noopener"">Rule</a>","This permanent rule (WA-07-20) replaces the emergency rule approved Dec. 4, 2020, on the same topic. Rule text approved by governor and transmitted to legislature in February 2022.",8/5/2022
Wisconsin,Binding,Environment and Health,Amends various rules to limit PFAS in most surface water that supports fish to 8 parts per trillion (ppt) for PFOS. PFOA surface water limits set at 20 ppt for public water supplies and 95 ppt for other surface waters.,In effect,8/1/2022,Final Rule,https://docs.legis.wisconsin.gov/code/register/2022/798b/register/cr/cr_21_083_rule_text/cr_21_083_rule_text,Final Rule,"<a href=""https://docs.legis.wisconsin.gov/code/register/2022/798b/register/cr/cr_21_083_rule_text/cr_21_083_rule_text"" target=""_blank"" rel=""noopener"">Final Rule</a>",Republicans in the state legislature said in June 2022 they wouldn't block the rule.,8/1/2022
Wisconsin,Binding,Environment and Health,Amends NR 809 to establish drinking water maximum contaminant levels for perfluorooctanesulfonic acid (PFOS) and perfluorooctanoic acid (PFOA).,In effect,8/1/2022,Final Rule,https://docs.legis.wisconsin.gov/code/chr/all/cr_21_088,Final Rule,"<a href=""https://docs.legis.wisconsin.gov/code/chr/all/cr_21_088"" target=""_blank"" rel=""noopener"">Final Rule</a>","Natural Resources Board approved the proposed rule (DG-24-19) at Feb. 23, 2022, board meeting but amended maximum contaminant level standards from 20 parts per trillion (ppt) to 70 ppt. Republicans in the state legislature said in June 2022 they wouldn't block the rule.",8/1/2022
Wisconsin,Proposed Action,Environment,"Proposed rule would amend NR 140 to establish new state public health related groundwater quality standards for various substances, including perfluorooctane sulfonate (PFOS) and perfluorooctanoic acid (PFOA).",Pending,,Notice of Proposed Rule,https://docs.legis.wisconsin.gov/code/register/2021/792a1/register/rule_notices/cr_21_101_hearing_information/cr_21_101_rule_text,Notice of Proposed Rule,"<a href=""https://docs.legis.wisconsin.gov/code/register/2021/792a1/register/rule_notices/cr_21_101_hearing_information/cr_21_101_rule_text"" target=""_blank"" rel=""noopener"">Notice of Proposed Rule</a>","Natural Resources Board failed to approve the proposed rule (SS 090-19/DG-15-19) on a 3-3 vote at Feb. 23, 2022, board meeting.",6/2/2022
Wisconsin,Non-binding guidance,Environment and Health,PFAS fish consumption advisory issued after elevated levels of PFAS found in brown trout. Regulators recommend consuming no more than one meal per week of brown trout harvested from Wisconsin's Black Earth Creek.,In effect,3/3/2022,Press Release,https://dnr.wisconsin.gov/newsroom/release/53606,Press Release,"<a href=""https://dnr.wisconsin.gov/newsroom/release/53606"" target=""_blank"" rel=""noopener"">Press Release</a>",Bloomberg Law story,3/8/2022
